4350111	2	3.929740
7947100	13	3.399474
7091501	8	3.904362
3530265	2	4.284378
1357853	13	4.224743
9882598	16	3.661365
3496900	12	4.488353
1173773	14	6.365686
8365440	6	3.775326
4541628	12	6.570990
2576077	6	6.902849
1542959	11	5.106280
3148022	13	7.020968
2515926	2	4.808606
5081098	8	6.602677
4535895	8	4.961742
9226853	14	3.857409
7813832	16	6.195065
5388474	7	5.263585
7632148	8	4.578925
8557679	6	3.759326
58762	8	6.348655
769653	13	5.858021
6296377	8	5.545939
4238402	6	6.191144
763290	7	6.381047
3906135	2	4.271906
3977631	2	4.927957
6836076	12	3.856312
7658047	11	4.769668
6573753	5	5.788090
3581299	2	4.287837
2627588	15	3.476780
7304484	12	5.856369
1332843	10	5.404685
8466413	7	6.883114
8878758	6	4.198261
3849649	2	4.640134
769250	7	3.824304
4471404	1	3.500020
9054629	5	6.186728
2374429	5	3.665872
8497487	7	4.867343
6736797	14	6.056841
3978988	16	6.711188
6390251	6	4.581401
7561895	14	4.872181
7358914	1	3.504727
5335098	10	3.257289
5424102	6	6.766633
9770864	2	3.470793
3196409	0	4.812308
1587195	12	3.768222
7355680	5	4.575083
5278379	12	5.291580
1346269	6	4.695286
1879468	9	3.809322
6039889	0	4.895346
1679364	7	3.636877
7410791	14	4.713482
2678478	8	5.968240
774941	6	4.999029
7097548	5	5.374639
8467861	13	6.201970
1183463	16	6.281457
9966367	15	5.921651
4046690	0	4.514384
3975688	3	6.656263
5795054	1	6.563593
3617296	11	3.807926
6953199	1	3.844267
5282316	12	5.975266
539259	12	6.870465
1697140	1	4.610700
4700228	5	5.558431
8659178	12	3.759179
8836578	2	3.933630
564595	11	5.606435
1719711	1	6.695922
4250437	6	5.818730
6202062	5	6.225089
6210120	16	6.299239
5942191	4	3.563512
2821999	10	3.502093
7065262	5	3.977961
8896757	11	5.146581
2389328	6	6.621003
1514636	7	3.380776
3897699	3	5.271861
7258387	10	6.238915
1290472	14	6.045672
9941696	3	3.278517
999536	7	6.220913
4616941	5	3.301075
7593666	9	5.521905
5610355	2	4.286761
6237430	1	4.280283
2188584	13	3.960233
1137905	4	3.216860
9678938	7	6.857213
2104929	5	5.268730
1580241	1	3.725400
8322336	16	6.787556
4876990	15	4.755061
5362033	12	3.274521
9783227	0	5.194733
3697218	14	6.254918
5172922	13	5.074495
4887118	1	5.355187
4013239	13	5.083485
7574284	14	5.165180
8215126	2	6.799072
5192179	16	3.291670
249059	4	5.754857
5952657	2	5.759261
6700617	13	4.528330
8657628	15	4.971172
2767521	7	3.374584
1267109	15	6.065036
1820520	13	3.841415
2033303	16	6.482277
3724967	0	6.776449
48303	3	6.269873
1406072	1	3.508520
2422096	14	4.033865
9998539	11	5.912193
2750615	2	6.007624
1330916	5	6.124020
9480254	13	3.266541
6393777	0	5.923178
6612933	13	3.564056
70435	0	6.526482
943725	15	5.706639
1407684	9	3.801816
2755094	16	3.710388
6467259	12	4.855685
4996574	2	5.203233
7307200	7	3.866937
8233167	0	6.918597
5017202	4	3.393625
7822772	7	6.397946
7616857	11	5.204081
8014812	8	3.368502
3566830	9	6.095298
696089	6	3.400654
7579925	7	4.420099
6551551	3	6.576751
5827178	13	5.386953
8572655	3	4.527840
8683524	16	5.960798
3940429	1	5.562386
3568786	2	4.072187
2564041	4	6.187234
9847404	11	4.461170
9854893	4	6.974509
6923593	13	7.002528
9012091	5	4.282985
442310	5	4.000714
2054299	15	6.371059
1074111	11	5.136564
1884283	0	5.397206
7782294	12	4.104882
1597948	5	6.426874
4199214	3	3.314954
165496	6	3.695709
8491610	0	5.705228
9303529	1	5.520204
7728771	16	6.254962
8568882	8	6.804344
3668018	10	5.582059
43415	1	6.180731
8785761	2	3.487983
6491977	9	6.256892
8120426	8	6.410822
8584139	0	6.060597
1351176	5	3.302339
1566119	7	4.897596
4376147	6	6.978386
8780434	14	4.615016
2451901	13	3.831833
6254138	12	3.345446
8188707	9	3.835617
4189417	2	3.251878
1351424	1	3.181765
3394473	5	5.003163
9880543	14	5.024546
9575387	9	6.098269
9470093	10	5.773236
5165138	9	4.825531
1180048	4	4.037933
6874588	12	4.346977
7037388	14	4.505582
2104822	16	3.707363
507582	16	4.691320
4909345	11	6.426957
1159694	4	3.235942
3361865	8	3.455554
2488344	14	5.068756
736950	10	6.155932
2350929	15	5.969732
9090717	14	5.349595
9244865	15	5.944773
8535097	6	4.694730
4310168	2	4.032581
